A002,-118.41418,37.47671,0
A012,-118.39576,37.39457,0
A020,-118.3101,37.36087,0
A004,-118.51984,37.41659,0
A001,-118.52263,37.47334,0
A009,-118.51917,37.38445,0
A016,-118.48985,37.36463,0
A022,-118.47076,37.33394,0
A041,-118.27329,37.2118,0
A026,-118.3048,37.33895,0
A018,-118.39525,37.36141,0
A033,-118.29539,37.28218,0
A045,-118.27139,37.17442,0
A024,-118.38664,37.33646,0
A030,-118.28722,37.30621,0
A049,-118.25295,37.16442,0
A040,-118.31308,37.22182,0
A017,-118.44097,37.36099,0
A032,-118.33539,37.28218,0
A051,-118.32532,37.12289,0
A035,-118.39584,37.2406,0
A039,-118.35692,37.22228,0
A003,-118.34957,37.51027,0
A010,-118.48079,37.39111,0
A014,-118.31054,37.4046,0
A013,-118.3505,37.399,0
A025,-118.35008,37.32919,0
A008,-118.33749,37.42941,0
A006,-118.36287,37.45371,0
A005,-118.4207,37.42941,0
A042,-118.23086,37.21705,0
A015,-118.31366,37.3844,0
A031,-118.3853,37.28209,0
A019,-118.35171,37.36224,0
A048,-118.31201,37.1554,0
A038,-118.26961,37.24572,0
A029,-118.33124,37.30721,0
A047,-118.34718,37.15238,0
A060,-118.20725,37.12082,0
A011,-118.43697,37.39755,0
A046,-118.24988,37.18908,0
A044,-118.30078,37.18586,0
A063,-118.27715,37.06915,0
A036,-118.36234,37.25438,0
A028,-118.37083,37.30091,0
A059,-118.228,37.11319,0
A007,-118.38438,37.42461,0
A050,-118.21738,37.17252,0
A043,-118.33714,37.19291,0
A062,-118.30586,37.07236,0
A023,-118.43092,37.32361,0
A037,-118.31767,37.25321,0
A061,-118.35412,37.06554,0
A064,-118.24242,37.07948,0
A052,-118.28246,37.13371,0
A034,-118.25743,37.29187,0
A027,-118.39843,37.31362,0
A053,-118.23989,37.13788,0
A057,-118.296,37.0959,0
A021,-118.51646,37.33578,0
A058,-118.26369,37.10453,0
A054,-118.21437,37.15128,0
A055,-118.17363,37.15711,0
A077,-118.25202,36.9834,0
A066,-118.34101,37.04679,0
A086,-118.27379,36.88904,0
A079,-118.29735,36.93973,0
A092,-118.18837,36.87,0
A098,-118.13588,36.83722,0
A073,-118.22945,37.01589,0
A071,-118.30609,37.00996,0
A072,-118.26161,37.01392,0
A099,-118.25492,36.8063,0
A087,-118.24295,36.89346,0
A075,-118.32146,36.97074,0
A078,-118.20255,36.98504,0
A104,-118.28348,36.78052,0
A091,-118.22574,36.86985,0
A090,-118.25505,36.87424,0
A080,-118.25605,36.94791,0
A083,-118.26788,36.91478,0
A069,-118.24091,37.04305,0
A113,-118.24656,36.71784,0
A089,-118.16311,36.90111,0
A112,-118.08504,36.78307,0
A093,-118.14516,36.86921,0
A081,-118.22133,36.96125,0
A082,-118.19166,36.95447,0
A097,-118.1626,36.84174,0
A111,-118.12519,36.76875,0
A108,-118.26356,36.74634,0
A084,-118.22928,36.92452,0
A056,-118.33033,37.09535,0
A106,-118.19805,36.7819,0
A110,-118.15837,36.74756,0
A095,-118.21613,36.83197,0
A120,-118.227,36.66561,0
A125,-118.07321,36.72943,0
A068,-118.27175,37.04256,0
A118,-118.06653,36.75883,0
A065,-118.20602,37.08437,0
A123,-118.12984,36.70954,0
A121,-118.19277,36.68988,0
A124,-118.10417,36.72901,0
A076,-118.28613,36.9795,0
A074,-118.19367,37.01517,0
A115,-118.1758,36.72227,0
A128,-118.17961,36.6649,0
A119,-118.23881,36.69259,0
A067,-118.30911,37.04381,0
A096,-118.19762,36.84508,0
A100,-118.21547,36.80914,0
A109,-118.20862,36.75207,0
A107,-118.15617,36.77621,0
A070,-118.2049,37.05668,0
A127,-118.21283,36.64161,0
A126,-118.05832,36.73935,0
A122,-118.15474,36.69246,0
A114,-118.20667,36.71901,0
A088,-118.20362,36.89566,0
A105,-118.24188,36.77953,0
A101,-118.17351,36.81226,0
A117,-118.09529,36.75738,0
A103,-118.09274,36.81758,0
A085,-118.19002,36.92459,0
A102,-118.13155,36.80169,0
A094,-118.26024,36.84271,0
A116,-118.12889,36.7392,0
A129,-118.09584,36.70785,0
A131,-118.13968,36.65323,0
A130,-118.17401,36.62993,0
A132,-118.11746,36.67811,0
A134,-118.05764,36.70177,0
A133,-118.07944,36.68754,0
A135,-118.2306,36.58926,0
A137,-118.14518,36.61945,0
A138,-118.11726,36.62673,0
A136,-118.19332,36.59995,0
A140,-118.05292,36.65146,0
A144,-118.11552,36.58769,0
A142,-118.17268,36.58033,0
A141,-118.03942,36.67168,0
A143,-118.1599,36.59556,0
A139,-118.09515,36.65288,0
A147,-118.02226,36.63882,0
A145,-118.07866,36.61943,0
A148,-118.16243,36.55808,0
A146,-118.05289,36.61535,0
A149,-118.12935,36.56062,0
A150,-118.10003,36.55571,0
A151,-118.07517,36.5842,0
A152,-118.03933,36.58417,0
A153,-118.00391,36.60675,0
A155,-118.05934,36.55765,0
A154,-118.10664,36.53398,0
A166,-117.91254,36.52863,0
A164,-118.03641,36.4518,0
A172,-117.94917,36.32124,0
A173,-117.88716,36.37119,0
A158,-118.08087,36.53106,0
A174,-117.81276,36.41231,0
A161,-117.99123,36.54429,0
A169,-117.90205,36.43378,0
A168,-117.96106,36.38799,0
A162,-117.96183,36.56927,0
A156,-118.00845,36.57361,0
A159,-118.04602,36.52503,0
A165,-117.97245,36.50048,0
A170,-117.85485,36.46869,0
A171,-118.03634,36.31148,0
A160,-118.02887,36.54453,0
A163,-118.05062,36.49974,0
A167,-118.02579,36.3826,0
A157,-118.09855,36.50932,0
A175,-117.77031,36.34762,0
